user_id,business_id,stars
H_AKKEnEcuYrujI7xSxyeA,Dra-diHsNo-c-LzOpIwY8g,3
IB4Oxk8IlNG2K0oH0I9Dkg,OxIeMVcop5oxBUWANi-1Rw,4
11Ydte1VfE85UHK24d4QRQ,IxQ1ATP_Wg_QujO9nywzcQ,5
kWkgwRxqWD-h260dMTkHUA,Nui7Cnhrhrm4Ar2rcSHbIA,4
UnGPr6ZnGe9YOSZRopnS5g,s5ZdjjFX3CS2uS6_oVH7CQ,3
MSuyK2p8G9hEqyWf5IgnYQ,y_jsnI8NUThDecWmgL_soA,4
bhZ13wN_5lQrKX278AP_aw,egky1j0WUGf97EU4fGXLgw,3
lAqoz5QTFxp3GDfpq0McRQ,bwu0cUZfksuu-uzTPrrl2A,4
-la6YVHqiwf2fR8o617mBQ,OxIeMVcop5oxBUWANi-1Rw,4
iSJLdur495--oPDE0b1Vpw,EpaXijMLlEXvQfM9gXDYiA,5
RPJGvMZnlsQpk0l_QOK_FA,rPwuIBv_mz1O_yI5R-VJ7Q,3
KSS6v5fcZNoelu4eEZCFcw,pMBxvWFY03Z95jNVUVWGwg,3
yfRrC6MhxpIJ4-xMcrmk5Q,Ca-003BAqWW-IEsFvjlY9g,4
Iseb_IvqOEfY_p1m9OwTrw,5IbZ0LjSydLAfB9NOyYOIQ,3
bSkco4ZdB7REFtDsJUVrDA,-Nanlb7SYXObqQ6dZ49UOg,4
JEvkfVPf_DuhX-ntE5L6bQ,bUmnZJ1DjtDP2_qb2M62mg,4
FyCBkNXwoI_6X6apbslg4g,Dra-diHsNo-c-LzOpIwY8g,2
KR7R5PrrbMsLMsNcntHvAA,Uiz1Xq1I6jdnDLtzIIF9hQ,5
sjSo7Bd7DHRgwWbVBOrOHw,sxeuOMBRllOHXJTaUlI9kQ,1
sjSo7Bd7DHRgwWbVBOrOHw,YiGCPuFsQ7RsW9tOeNZ5Qw,1
Q3fFv_ft17OyV-NRF1iQxw,FbSfo_4DUCPiOpRTzlssJA,5
_7Lg8iTWpFc0O7PEA8FmbQ,WWlNzfSllSQhr4whj0W_ng,5
dGEAzFX7dZO7pZulTPvIzA,nsZrRPXIfEm2Gyd3nZRyXA,4
jfvv8uvdSJYa5NWEAloxpQ,x8GTTMIAtUJ5EsIMnsOacQ,5
bEyGMTOF8gcAwjNz_qXv-w,Dq6g0ubf267tWRU4BSk44A,3
MSuyK2p8G9hEqyWf5IgnYQ,EbYGsrovAJRNitvkmAix3g,5
59A-ZxUMOgIl2MAnySh-Aw,X7844DdJO4y2oVbcpxD-NA,4
lAqoz5QTFxp3GDfpq0McRQ,2X5G4Ujq0s4Wfn4TC7gX0g,5
sjSo7Bd7DHRgwWbVBOrOHw,ewN984Rvux04uuQFrGu7mw,4
9OZH1Ecw-qUkCW5MS0NefA,_WaHLgLzALd2iThQAhC-sQ,3
Ce-qdUhoBy7hJQUulYStWA,xk0Xss6LmF2Pxks0K2jrhQ,4
tn0EqWiKmv_wogIQvarX4A,xvGD0kqem6jJnbMs8_W4Uw,4
fFoRIzbwpMiv3BvfdtdlXQ,-Mh44q324VW8mpxIdH_HPw,4
B5WkNWDxZ-baWoQc6DBNHA,fGTrdnKyM_wdT6niaxzU3Q,4
0P58MD0FRVI6pTVKUpd7YA,-b9ZUSmcsGxutDSW1DIbdA,4
_vS9qNQvx8wVUOIkj4qfAg,-Xl2R863UWrQEyp4dSzMaA,3
6QhWTugzBJ3cdv2N4WZcSA,FlICTKTPNq-KVIZ6eM9zrg,4
9cCTmiJ7hz35rHIdr8n9kA,Gdrw2h0ivQi2UVXpTiLbqA,4
Hr9I9Jdy3MKCZ7c-bpehMQ,YbzUYOY_ZIYTWGNw8sbgHw,3
iTmWHtltCtk0Gm55AOxrUA,Hjo5B_MgC5iK-Onf7EJyhA,5
_vS9qNQvx8wVUOIkj4qfAg,rgmptwPbBH1wLpiBHcbIhA,3
Ce-qdUhoBy7hJQUulYStWA,4O0GslAIwG_1regXO_UcaQ,5
9cCTmiJ7hz35rHIdr8n9kA,rfy_bJ5ad-gfVmMeqKtsyw,4
UnGPr6ZnGe9YOSZRopnS5g,NeUf9FyCCIN4MEseNyqkXQ,4
2Az24juAhTJtmlqr5UWXSQ,0FmWly56nUTg60-b5k0gTQ,3
Pc2ezRRHcXUXWXmZutQPeg,vtcEXiQukuSzOMxyVxlh-Q,5
FyCBkNXwoI_6X6apbslg4g,Jh-8r-RwvkRs80HP_q6DYA,4
0P58MD0FRVI6pTVKUpd7YA,CZuTec4z5_WAFUwalQRhqA,2
UnGPr6ZnGe9YOSZRopnS5g,8zdeaK3PWDsr5Kq4UOuNSw,2
0P58MD0FRVI6pTVKUpd7YA,c7hwytmur_DNYnzdBrz9ZA,4
-0itF0VWVBe3k2AdfUReGA,p6T_XSO4GRjCehL8FB7W3w,1
_vS9qNQvx8wVUOIkj4qfAg,x8GTTMIAtUJ5EsIMnsOacQ,5
fwsJGulnozT2U6FefsLiFw,C4GHQTB-G0R2Geov298GLw,5
_e5drmTJBSV0yiFBrTimtg,vcZWlI0eHiGwlUfP-5Ov8Q,5
w16jpVr-b-0gd6YHwnIarg,Eq-w1GBZLdEbrtNDwVncYA,3
fhNxoMwwTipzjO8A9LFe8Q,0QkkNagJaWllynycTF-fRQ,2
59A-ZxUMOgIl2MAnySh-Aw,c4AWh6H_hI6FkiWAmdrQvQ,4
hEk0VssowoyeEF2R0ZB-7w,Zg5JB5GBqhmxt9W7tFKN7w,4
59A-ZxUMOgIl2MAnySh-Aw,Xk8Nd2X5nf13DunyEg-MGQ,4
Q6PGJ1UylVz9bby8wQqEPg,kc5gJPisT5L5z8lLa9FV9A,5
q4_kY8bBeigYPVS0Ak7QGg,WjLtEWGvPSIfwMZXUMHX8g,4
jaDTgMqh4DzoLJrMrW3JcA,7xNe2WZAQUGMp1_CxGVKnQ,3
11Ydte1VfE85UHK24d4QRQ,1uPTCXmcAVujpLs1ieLUzg,3
7PDm_RG8tTTKrauImGbPuQ,x2ZMAyneUiBD6Sml0Fv2Xw,4
wCJbSEmMeZ0mAnJRQEyfCQ,OxIeMVcop5oxBUWANi-1Rw,3
LhgQq1x4n9ardg1PFo8vgg,Jh-8r-RwvkRs80HP_q6DYA,4
DSWiwtUyWK1YwY8NBKDhGg,lqvE9OXtOdtbB_m55U5kGg,5
nEYPahVwXGD2Pjvgkm7QqQ,SxWpUJPBKpDwnt8DbVgVwQ,4
Ai1t-UCf0ElszaDajWlnwg,Z94doPdgyDOgjtYUVRBNjQ,4
gwnVSev8aNLvMArs3WTfFw,nBl_NeArpL08MpoghDiA_A,3
ukrBUZXE5K1J57FI7ve_RQ,gu9qDUz44-8H1vdq_MQymQ,4
Vy6oxUFDSGCLmNA6GoA1tQ,CZuTec4z5_WAFUwalQRhqA,3
Q3fFv_ft17OyV-NRF1iQxw,2Igiyhi82R8_QaaPplRmCw,4
A0MAHx9EPcOJ04PxvHekyQ,0QkkNagJaWllynycTF-fRQ,2
nEYPahVwXGD2Pjvgkm7QqQ,zUzEjxKEn8eNVksImZ2oGw,4
Iseb_IvqOEfY_p1m9OwTrw,t770rFHYffrc_Rf_y9IFlQ,4
OD1zfOrexwZoxJjTowGDfw,3KCL_Bu8mOk-h7Bp-IXL8Q,5
RWSBzkqH2-lsQDH8gVBuEw,JrdoWznKY-OFmwCkv75P_A,5
59A-ZxUMOgIl2MAnySh-Aw,Ak4s2gS-jx8iW33jY4u3jA,4
tAKjY3bQXH51msJbOHYPmQ,v7e-GIGgEIFANhHsywlhrw,4
T_wjLgPOPXry7Bea4MzoVQ,rellBaGc6G4mgcqSACGL5w,2
lq1nrAfDoCXriVTCcFG6xQ,3WgM6mvYrPDxGJ5fADSkUw,2
0P58MD0FRVI6pTVKUpd7YA,H18C9tH4BPHkxan96bkMXQ,3
RSExP0-Boucr4QyIEzZi0A,X7844DdJO4y2oVbcpxD-NA,5
bmy45XLtOomcc_EvC-lXRQ,imANc2oROD976RWUM2owLw,1
TckShYnQa0eD3WQxdoE3GQ,NS5m7kg9phWfjP27qmxgYA,3
p3MF38R3Htt3ZWyPJMTFgQ,U5oM7F_XUWMiTqto7tcPVw,4
qywVBBmOW9fbqWDi3XO8rQ,w76Ekjp9CY6cQ6Lamh9fSw,5
A0MAHx9EPcOJ04PxvHekyQ,Gdrw2h0ivQi2UVXpTiLbqA,3
UD7Y1CqfY6mDmRwIuCf6nA,-b9ZUSmcsGxutDSW1DIbdA,3
hru2IDwSyN61sgWPtJw_hA,2KiXw5gtGJfDK1jw9jJ5wA,4
sjSo7Bd7DHRgwWbVBOrOHw,rellBaGc6G4mgcqSACGL5w,1
fhNxoMwwTipzjO8A9LFe8Q,wlS-0nxpHQaFqv_iZ01fvw,5
9OZH1Ecw-qUkCW5MS0NefA,YiGCPuFsQ7RsW9tOeNZ5Qw,3
MA713-m2wv51bww8LN2fSA,OOsoeJIwsfHyC8sFmJSPpA,4
bmy45XLtOomcc_EvC-lXRQ,rPwuIBv_mz1O_yI5R-VJ7Q,3
E62SZVU_FsbCYaVnMRs4TA,RSr7nAayztT5mBLUBMpbpg,4
JLS56V5lhErpFUjZ8N8VrA,UrS9awRtye1YFlW5V1bWzw,4
bhZ13wN_5lQrKX278AP_aw,fNrQg2ORp4zj5gC75dwlWg,4
J_q8jN623uew8ZzMChXBCA,oJwy0ELke7wS6WsztypYwQ,4
WMTm9HHRA3EewoxTX1Gleg,-vVQyTVHitF6TOHGijVXxQ,5
J_q8jN623uew8ZzMChXBCA,JfHCkwm6Efu8ugt7W1fRmw,3
9OZH1Ecw-qUkCW5MS0NefA,ueibmhF9VBoJ6qtpls63BA,4
qywVBBmOW9fbqWDi3XO8rQ,lgRLyicXByG1-W0QdsTopw,5
A0MAHx9EPcOJ04PxvHekyQ,30T84H-0b9-Ft0KqbpKmKQ,3
jwKgiDjVEC8DPjG5NTGllg,kKiluPSzCnCOkYKknWzNzQ,4
D1G8W0SgCbsKTv7cAqKcNg,pMBxvWFY03Z95jNVUVWGwg,3
l5SH2Wkxl-g8wRSDrJnC2Q,rPwuIBv_mz1O_yI5R-VJ7Q,4
RPJGvMZnlsQpk0l_QOK_FA,yWVY1Bq19lDxu3BP7_96EQ,5
5_GNc6DHiOOSH47ZjmOG_Q,OOsoeJIwsfHyC8sFmJSPpA,4
LhgQq1x4n9ardg1PFo8vgg,V053Fm3xoCyxoh1lAgDKJg,4
MzyUCQD3CtIQ0ifkYKl8iQ,5TBOg9Rf47SECB8gTNGqeQ,5
-Gdjho_gZhgTXkYmSPy0qw,YPoHtUq85TmNrBpqj_zmuA,3
5_GNc6DHiOOSH47ZjmOG_Q,_WaHLgLzALd2iThQAhC-sQ,4
q4_kY8bBeigYPVS0Ak7QGg,eHTykuLzs6DiDyw7t2g6DQ,4
A0MAHx9EPcOJ04PxvHekyQ,9oImwXLAn-DFppBrfbmkLg,3
DSWiwtUyWK1YwY8NBKDhGg,lqvE9OXtOdtbB_m55U5kGg,4
fhNxoMwwTipzjO8A9LFe8Q,MALVwbgb3rS4GBu9tGlNUg,5
_7Lg8iTWpFc0O7PEA8FmbQ,iTSuk8UQGaNAFKBYEzdeWQ,4
2UC3rwRm6swuNFt_GhKOhw,rcCGdKxMPJk4lCzZZ1i_bA,5
iTmWHtltCtk0Gm55AOxrUA,jpD9ONjJfx5ishYOx9vU0Q,4
D1G8W0SgCbsKTv7cAqKcNg,SsGNAc9U-aKPZccnaDtFkA,4
_7Lg8iTWpFc0O7PEA8FmbQ,nVyL22lcEZoUNoAMgfKOyQ,4
A0MAHx9EPcOJ04PxvHekyQ,x2ZMAyneUiBD6Sml0Fv2Xw,3
J_q8jN623uew8ZzMChXBCA,SzYlhYIN2i2RDYs2YCrygg,3
hru2IDwSyN61sgWPtJw_hA,MonRZXpZ1vbBtw-q9bfGug,2
JsKvjx4Qiwvof8RV3luTrw,x2ZMAyneUiBD6Sml0Fv2Xw,5
L_1ldS4LQxCt7cVN1tfWAQ,coo6eAhevrKNC1azLAfGaw,2
hYaLWF-gCxMMsTEMTMw-sQ,8zdeaK3PWDsr5Kq4UOuNSw,3
FyCBkNXwoI_6X6apbslg4g,Nui7Cnhrhrm4Ar2rcSHbIA,3
o9XGClSBzCsQxbcCzTPdnQ,0FmWly56nUTg60-b5k0gTQ,5
9OZH1Ecw-qUkCW5MS0NefA,Tfysaq2SdZAc5_TyPpuyLA,3
DSWiwtUyWK1YwY8NBKDhGg,wfCLz9-aeShbPB7CaTY-qQ,4
gwnVSev8aNLvMArs3WTfFw,-UqxkoufE3WGTnLZV9em3w,3
fhNxoMwwTipzjO8A9LFe8Q,uvdS1a6h0wS0R9gryFX4oQ,3
UnGPr6ZnGe9YOSZRopnS5g,9b0y3HVHPWFnobKyMFFoCg,4
p9OvcIakpDoDXl0Lez5CJQ,v7e-GIGgEIFANhHsywlhrw,4
RPJGvMZnlsQpk0l_QOK_FA,G9It4s0uCD11WXEbqBpWmA,2
tH4brXlghqKn_9GbahrMTQ,_KvGddVMM3d2f7NEa_eOtA,3
63Pop3d15pTuHZ7qoex46w,orUFgCDq1ussIF89g6piIA,3
ulik60Aw4MMl3fKi78B_fg,Zg5JB5GBqhmxt9W7tFKN7w,4
_vS9qNQvx8wVUOIkj4qfAg,ufIN_oA285Zivd-4szJKxQ,4
D1G8W0SgCbsKTv7cAqKcNg,l3ZH41X7rNxP2K75stSWvw,5
u1KESST6ATusVrn7F6HUvw,V7r0F2kr1WlyNOBy-C_HMA,4
-0itF0VWVBe3k2AdfUReGA,l_Wey2YC6NvVUIH8vTygGg,4
w16jpVr-b-0gd6YHwnIarg,lGJTErTf8Y72U4OLHhW65A,5
nEYPahVwXGD2Pjvgkm7QqQ,DMjGB9va_stopLPfUYJelA,2
3CxWftKJAqpsYRW0FqIWeg,Uiz1Xq1I6jdnDLtzIIF9hQ,4
bEyGMTOF8gcAwjNz_qXv-w,woJbuuWU7zyXA63YV3p0gg,5
hru2IDwSyN61sgWPtJw_hA,Ts4xsKPU7FNPPZRj-nRjIg,2
jfvv8uvdSJYa5NWEAloxpQ,C4GHQTB-G0R2Geov298GLw,4
9OZH1Ecw-qUkCW5MS0NefA,Dra-diHsNo-c-LzOpIwY8g,3
DJEMTgcPO5O6qQA1eWNLSw,7xNe2WZAQUGMp1_CxGVKnQ,3
jd5yWDLRt5NnwTZdPRAnuQ,v7e-GIGgEIFANhHsywlhrw,4
DLu1Bum8EXNE62xno-v0VA,q95WN1MTI-PFM_NVEfHhyA,4
iSJLdur495--oPDE0b1Vpw,ewN984Rvux04uuQFrGu7mw,5
RWSBzkqH2-lsQDH8gVBuEw,OOsoeJIwsfHyC8sFmJSPpA,4
nEYPahVwXGD2Pjvgkm7QqQ,2SwC8wqpZC4B9iFVTgYT9A,3
_vS9qNQvx8wVUOIkj4qfAg,p1Wb4mEH04qrUMfmPepFzw,4
59A-ZxUMOgIl2MAnySh-Aw,rXb8s7TOx2-uWxzACEXcpg,4
hru2IDwSyN61sgWPtJw_hA,RhOTBt7ISr2rhXisSMLTSw,3
go2dZIDfrEBqfsGKnA4m7g,mPlWLIA4pkHMRtlQDm6UyQ,5
WzaaorVCmUTQvu4mScunNg,LvdvLtCbAriMJp6cjLm9EA,3
u2F_wCshIRLCKO0Un2R3ow,m0R4GViXeLOWuOlzoCv3OQ,4
9Ify25DK87s5_u2EhK0_Rg,--UE_y6auTgq3FXlvUMkbw,4
MSuyK2p8G9hEqyWf5IgnYQ,fGTrdnKyM_wdT6niaxzU3Q,5
ulik60Aw4MMl3fKi78B_fg,ezi5Nz0gT5lk0nW1KTiYnw,4
LhgQq1x4n9ardg1PFo8vgg,oN552ZjtfJWV7CMtftGrfA,5
tn0EqWiKmv_wogIQvarX4A,v7e-GIGgEIFANhHsywlhrw,5
0xIQG-NrqMx5id6yJpQp8Q,emQkvcck-uqUanJafLIKOA,3
J_q8jN623uew8ZzMChXBCA,RjavzMXChoFWdsIZnfs5YQ,4
-0itF0VWVBe3k2AdfUReGA,9SPwF-vRgtuHxciFxv5YLA,4
Vy6oxUFDSGCLmNA6GoA1tQ,0V7lC5Xr9dVFbjXpXFbeow,4
RSExP0-Boucr4QyIEzZi0A,YYce9ncwXBgOjU6ItboZ1Q,5
x1tqIO9G1RX3qd6Y4TsHXg,fI4vZhMLxuyoY6Q7BzVcLQ,4
bvu13GyOUwhEjPum2xjiqQ,5GS5sBSscgcex0IFTDL9Bg,5
9Ify25DK87s5_u2EhK0_Rg,XtN9tcefxJtubhUSH_Xg3g,4
9OZH1Ecw-qUkCW5MS0NefA,VLXFrRkD7g2eLjloFQcKfg,4
Vy6oxUFDSGCLmNA6GoA1tQ,ihUWFwY0r3ApW5aZ4Aqf9Q,4
bvu13GyOUwhEjPum2xjiqQ,EbYGsrovAJRNitvkmAix3g,5
59A-ZxUMOgIl2MAnySh-Aw,-KQ283hJkBO12u8XOrlCcQ,4
hkbwjnY42LDloMV84Yoy5g,9S1I9r0JXTaaQ7yb30rP2g,4
9HCfCmd0t5GErgm7He6AeQ,Ak4s2gS-jx8iW33jY4u3jA,4
x1tqIO9G1RX3qd6Y4TsHXg,7ZwHZq29K5mXyH5tqyPJ5w,5
jwKgiDjVEC8DPjG5NTGllg,C4GHQTB-G0R2Geov298GLw,4
6jVrGOl04TGIRmwCf7BW-g,AD0FE_5dM7pWy5YdbMZaGQ,5
D1G8W0SgCbsKTv7cAqKcNg,Nsj_sFtGulFjztuvU4I4eg,3
IqjFenVF7ofLICCug9DfgA,SsGNAc9U-aKPZccnaDtFkA,3
9OZH1Ecw-qUkCW5MS0NefA,FtjvnLhh51ZBYEpKAARaFQ,3
wCJbSEmMeZ0mAnJRQEyfCQ,0QkkNagJaWllynycTF-fRQ,3
nEYPahVwXGD2Pjvgkm7QqQ,jR7rDinCcHNZxl4jA0iKJQ,4
-la6YVHqiwf2fR8o617mBQ,kg4AP5am_IUczgp1neOvMw,3
5_GNc6DHiOOSH47ZjmOG_Q,7XXmky6YYjsvKFwho_eavg,4
KFRC_GdFH-bXb6brxd7WvQ,8rztpAGPJA9fgFwP25RP7A,3
tn0EqWiKmv_wogIQvarX4A,C4GHQTB-G0R2Geov298GLw,4
RSExP0-Boucr4QyIEzZi0A,7XXmky6YYjsvKFwho_eavg,3
Nhvkukz5MECqEUQVfh6A6w,6THckpNEt8VlGpYgC_4JcQ,4
0P58MD0FRVI6pTVKUpd7YA,FAKevEJKD1D1Nccy6vccgA,3
10dhZs996tBtJq2nd_mcRg,Gdrw2h0ivQi2UVXpTiLbqA,3
0xIQG-NrqMx5id6yJpQp8Q,OsSzOLKcTbL00f2TQb12cQ,2
Ce-qdUhoBy7hJQUulYStWA,Jo2Oodau9nuha0hLdc_zAA,3
scIDar9VGDMcTOHbem37pg,rellBaGc6G4mgcqSACGL5w,3
D1G8W0SgCbsKTv7cAqKcNg,t770rFHYffrc_Rf_y9IFlQ,4
JsKvjx4Qiwvof8RV3luTrw,lzoHy4zrJ_avbJGO5HMOUQ,4
0LzlRSXLhEsVSWFEvW_5yg,0QkkNagJaWllynycTF-fRQ,3
UD7Y1CqfY6mDmRwIuCf6nA,oYzxISMvvvDuphYHIZKZvw,5
0P58MD0FRVI6pTVKUpd7YA,Q4ULAiIE2qCA4RYplCTrUQ,5
tAKjY3bQXH51msJbOHYPmQ,vgXE1I7c9ElcfYyZfQiN1Q,2
0LzlRSXLhEsVSWFEvW_5yg,Rht_xxtVzTJK2IgrrXmppw,3
9cCTmiJ7hz35rHIdr8n9kA,-Mh44q324VW8mpxIdH_HPw,4
-la6YVHqiwf2fR8o617mBQ,bwu0cUZfksuu-uzTPrrl2A,3
FP79xn8H2XXnMksRuP5l6A,8q8GMsDPYp4JVdx6k-FeTA,2
nEYPahVwXGD2Pjvgkm7QqQ,0ayh3LxJwSbJEOlBCx9APA,3
9OZH1Ecw-qUkCW5MS0NefA,SsGNAc9U-aKPZccnaDtFkA,5
11Ydte1VfE85UHK24d4QRQ,EbYGsrovAJRNitvkmAix3g,5
